s/n,Age,Gender,Country,self_employed,family_history,treatment,no_employees,wellness_program,leave,care_options,obs_consequence,Continents,YearMonth
1129,21-30,Male,United States,No,No,No,More than 1000,No,Somewhat easy,No,No,North America,2014-08
1130,41-50,Female,United States,No,Yes,Yes,26-100,No,Don't know,Yes,No,North America,2014-08
1131,31-40,Male,United Kingdom,No,No,No,26-100,No,Don't know,No,Yes,Europe,2014-08
1132,31-40,Female,United States,No,Yes,Yes,More than 1000,No,Somewhat easy,Yes,No,North America,2014-08
1133,21-30,Male,New Zealand,No,No,No,26-100,No,Somewhat difficult,Yes,Yes,Oceania,2014-08
1134,21-30,Male,New Zealand,No,No,No,26-100,No,Somewhat difficult,Yes,Yes,Oceania,2014-08
1135,21-30,Male,United Kingdom,No,No,Yes,More than 1000,No,Somewhat easy,No,No,Europe,2014-09
1136,21-30,Male,United Kingdom,No,Yes,Yes,26-100,No,Very easy,No,No,Europe,2014-09
1137,41-50,Male,United Kingdom,No,Yes,No,Less than 26,No,Somewhat difficult,No,No,Europe,2014-09
1138,21-30,Male,Germany,No,Yes,Yes,Less than 26,No,Somewhat easy,Not sure,No,Europe,2014-09
1139,21-30,Male,United Kingdom,No,No,Yes,More than 1000,No,Don't know,No,No,Europe,2014-09
1140,21-30,Male,Moldova,No,No,Yes,26-100,No,Very difficult,Yes,No,Europe,2014-09
1141,21-30,Male,Sweden,No,No,No,More than 1000,Don't know,Don't know,Not sure,Yes,Europe,2014-09
1142,21-30,Male,Belgium,No,No,No,More than 1000,No,Somewhat easy,No,Yes,Europe,2014-09
1143,21-30,Female,United Kingdom,No,Yes,No,More than 1000,No,Don't know,Yes,No,Europe,2014-09
1144,21-30,Male,Israel,No,No,No,More than 1000,Yes,Somewhat difficult,Yes,No,Asia,2014-09
1145,21-30,Female,United States,No,Yes,No,26-100,No,Don't know,No,No,North America,2014-09
1146,31-40,Male,United Kingdom,No,Yes,Yes,Less than 26,Don't know,Very easy,Not sure,No,Europe,2014-09
1147,31-40,Male,United Kingdom,No,Yes,Yes,More than 1000,No,Very easy,No,No,Europe,2014-09
1148,31-40,Male,United States,No,Yes,Yes,More than 1000,No,Somewhat easy,Yes,No,North America,2014-09
1149,31-40,Male,United States,No,No,No,Less than 26,No,Don't know,Not sure,No,North America,2014-09
1150,31-40,Male,United States,No,No,Yes,More than 1000,Yes,Somewhat difficult,Yes,Yes,North America,2014-09
1151,21-30,Male,United Kingdom,No,No,No,Less than 26,No,Don't know,No,No,Europe,2014-09
1152,31-40,Male,Canada,No,Yes,Yes,100-500,No,Don't know,Not sure,No,North America,2014-09
1153,31-40,Female,United Kingdom,No,Yes,No,26-100,Yes,Very easy,Yes,No,Europe,2014-09
1154,31-40,Male,United States,No,Yes,Yes,26-100,No,Somewhat easy,Not sure,No,North America,2014-09
1155,31-40,Male,Canada,Yes,No,No,Less than 26,No,Very easy,Not sure,No,North America,2014-09
1156,31-40,Male,Netherlands,Yes,No,No,Less than 26,Don't know,Very easy,Not sure,No,Europe,2014-09
1157,31-40,Male,United Kingdom,No,Yes,Yes,Less than 26,No,Somewhat easy,Not sure,No,Europe,2014-09
1158,21-30,Male,United States,No,Yes,Yes,Less than 26,No,Don't know,Yes,No,North America,2014-09
1159,51 up,Male,Singapore,No,No,No,More than 1000,No,Don't know,No,No,Asia,2014-09
1160,21-30,Male,United States,No,No,Yes,26-100,No,Don't know,Yes,No,North America,2014-09
1161,31-40,Male,United Kingdom,No,No,No,100-500,No,Don't know,No,No,Europe,2014-09
1162,31-40,Male,India,No,No,No,26-100,No,Don't know,Not sure,No,Asia,2014-09
1163,21-30,Male,United States,No,Yes,Yes,Less than 26,No,Somewhat easy,No,No,North America,2014-09
1164,41-50,Female,United States,No,No,Yes,100-500,No,Don't know,Yes,No,North America,2014-09
1165,31-40,Male,United States,No,Yes,No,More than 1000,Yes,Don't know,No,No,North America,2014-09
1166,21-30,Male,United States,No,Yes,Yes,26-100,Yes,Don't know,Yes,No,North America,2014-09
1167,31-40,Male,Poland,No,No,No,More than 1000,No,Don't know,Not sure,No,Europe,2014-09
1168,21-30,Male,Colombia,No,No,No,Less than 26,No,Very difficult,No,No,South America,2014-09
1169,31-40,Female,United States,No,No,Yes,More than 1000,No,Don't know,Yes,No,North America,2014-09
1170,21-30,Male,United States,No,No,No,More than 1000,No,Don't know,Not sure,No,North America,2014-09
1171,21-30,Male,United States,No,No,No,More than 1000,Yes,Don't know,No,No,North America,2014-09
1172,31-40,Female,United States,No,Yes,Yes,26-100,No,Somewhat easy,Yes,Yes,North America,2014-09
1173,21-30,Male,United Kingdom,No,No,Yes,Less than 26,No,Very difficult,No,Yes,Europe,2014-09
1174,20 down,Male,Georgia,No,No,No,26-100,No,Very difficult,No,No,Asia,2014-09
1175,31-40,Male,United States,No,Yes,No,Less than 26,No,Somewhat difficult,No,Yes,North America,2014-09
1176,21-30,Female,United States,No,Yes,Yes,100-500,No,Don't know,No,No,North America,2014-09
1177,21-30,Male,United States,No,No,No,26-100,No,Don't know,No,Yes,North America,2014-09
1178,31-40,Male,China,Yes,No,No,Less than 26,No,Somewhat easy,Yes,No,Asia,2014-09
1179,21-30,Female,Bulgaria,No,No,Yes,26-100,No,Don't know,No,No,Europe,2014-09
1180,31-40,Female,United States,No,No,Yes,26-100,No,Don't know,Yes,No,North America,2014-09
1181,31-40,Male,United States,No,Yes,Yes,More than 1000,Yes,Don't know,Yes,Yes,North America,2014-09
1182,51 up,Female,United States,No,Yes,Yes,500-1000,Don't know,Somewhat easy,Not sure,Yes,North America,2014-10
1183,31-40,Female,United States,No,Yes,Yes,Less than 26,No,Don't know,No,No,North America,2014-10
1184,21-30,Female,United States,No,No,Yes,Less than 26,No,Very difficult,Yes,No,North America,2014-10
1185,21-30,Female,United States,No,No,No,100-500,Don't know,Don't know,Not sure,No,North America,2014-11
1186,51 up,Female,United States,Yes,No,No,Less than 26,Don't know,Don't know,Not sure,No,North America,2014-11
1187,31-40,Male,United States,No,Yes,Yes,26-100,No,Don't know,No,No,North America,2014-11
1188,31-40,Female,Belgium,No,No,No,26-100,No,Very easy,Not sure,No,Europe,2014-12
1189,31-40,Male,United States,No,Yes,Yes,Less than 26,No,Don't know,Yes,No,North America,2014-12
1259,31-40,Male,United Kingdom,No,No,No,100-500,No,Don't know,No,No,Europe,2014-09
1260,31-40,Male,India,No,No,No,26-100,No,Don't know,Not sure,No,Asia,2014-09
1261,21-30,Male,United States,No,Yes,Yes,Less than 26,No,Somewhat easy,No,No,North America,2014-09
1262,41-50,Female,United States,No,No,Yes,100-500,No,Don't know,Yes,No,North America,2014-09
1263,31-40,Male,United States,No,Yes,No,More than 1000,Yes,Don't know,No,No,North America,2014-09
1264,21-30,Male,United States,No,Yes,Yes,26-100,Yes,Don't know,Yes,No,North America,2014-09
1265,31-40,Male,Poland,No,No,No,More than 1000,No,Don't know,Not sure,No,Europe,2014-09
1266,21-30,Male,Colombia,No,No,No,Less than 26,No,Very difficult,No,No,South America,2014-09
1267,31-40,Female,United States,No,No,Yes,More than 1000,No,Don't know,Yes,No,North America,2014-09
1268,21-30,Male,United States,No,No,No,More than 1000,No,Don't know,Not sure,No,North America,2014-09
1269,21-30,Male,United States,No,No,No,More than 1000,Yes,Don't know,No,No,North America,2014-09
1270,31-40,Female,United States,No,Yes,Yes,26-100,No,Somewhat easy,Yes,Yes,North America,2014-09
1271,21-30,Male,United Kingdom,No,No,Yes,Less than 26,No,Very difficult,No,Yes,Europe,2014-09
1272,20 down,Male,Georgia,No,No,No,26-100,No,Very difficult,No,No,Asia,2014-09
